"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","287","31.POST /todos XML","chromium","Sun May 18 07:42:43 GMT 2025","passed","Sun May 18 07:42:43 GMT 2025","API challenge","api.spec.js","",""
"","5390","При переходе на производителя 404","chromium","Sun May 18 07:42:27 GMT 2025","passed","Sun May 18 07:42:33 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","298","27.GET /todos (200) ANY","chromium","Sun May 18 07:42:42 GMT 2025","passed","Sun May 18 07:42:42 GMT 2025","API challenge","api.spec.js","",""
"","308","13.	POST /todos (201) max out content","chromium","Sun May 18 07:42:37 GMT 2025","passed","Sun May 18 07:42:37 GMT 2025","API challenge","api.spec.js","",""
"","297","3.GET /todos (200)","chromium","Sun May 18 07:42:33 GMT 2025","passed","Sun May 18 07:42:34 GMT 2025","API challenge","api.spec.js","",""
"","301","16. PUT /todos/{id} (400)","chromium","Sun May 18 07:42:38 GMT 2025","passed","Sun May 18 07:42:38 GMT 2025","API challenge","api.spec.js","",""
"","2042","Краш при смене типа валюты","chromium","Sun May 18 07:42:16 GMT 2025","passed","Sun May 18 07:42:18 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","3155","Едет верстка фото товара","chromium","Sun May 18 07:42:13 GMT 2025","passed","Sun May 18 07:42:16 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","295","40. POST /todos JSON to XML","chromium","Sun May 18 07:42:52 GMT 2025","passed","Sun May 18 07:42:52 GMT 2025","API challenge","api.spec.js","",""
"","299","25.GET /todos (200) XML","chromium","Sun May 18 07:42:41 GMT 2025","passed","Sun May 18 07:42:41 GMT 2025","API challenge","api.spec.js","",""
"","292","30.GET /todos (406)","chromium","Sun May 18 07:42:43 GMT 2025","passed","Sun May 18 07:42:43 GMT 2025","API challenge","api.spec.js","",""
"","318","34.GET /challenger/guid (existing X-CHALLENGER)","chromium","Sun May 18 07:42:44 GMT 2025","passed","Sun May 18 07:42:44 GMT 2025","API challenge","api.spec.js","",""
"","296","29.GET /todos (200) no accept","chromium","Sun May 18 07:42:42 GMT 2025","passed","Sun May 18 07:42:43 GMT 2025","API challenge","api.spec.js","",""
"","610","23. DELETE /todos/{id} (200)","chromium","Sun May 18 07:42:40 GMT 2025","passed","Sun May 18 07:42:41 GMT 2025","API challenge","api.spec.js","",""
"","297","24. OPTIONS /todos (200)","chromium","Sun May 18 07:42:41 GMT 2025","passed","Sun May 18 07:42:41 GMT 2025","API challenge","api.spec.js","",""
"","296","19. PUT /todos/{id} full (200)","chromium","Sun May 18 07:42:39 GMT 2025","passed","Sun May 18 07:42:39 GMT 2025","API challenge","api.spec.js","",""
"","293","9.POST /todos (201)","chromium","Sun May 18 07:42:36 GMT 2025","passed","Sun May 18 07:42:36 GMT 2025","API challenge","api.spec.js","",""
"","284","32.POST /todos JSON","chromium","Sun May 18 07:42:43 GMT 2025","passed","Sun May 18 07:42:43 GMT 2025","API challenge","api.spec.js","",""
"","314","14.	POST /todos (413) content too long","chromium","Sun May 18 07:42:37 GMT 2025","passed","Sun May 18 07:42:38 GMT 2025","API challenge","api.spec.js","",""
"","290","33.POST /todos (415)","chromium","Sun May 18 07:42:43 GMT 2025","passed","Sun May 18 07:42:44 GMT 2025","API challenge","api.spec.js","",""
"","299","8.HEAD /todos (200)","chromium","Sun May 18 07:42:36 GMT 2025","passed","Sun May 18 07:42:36 GMT 2025","API challenge","api.spec.js","",""
"","285","21. PUT /todos/{id} no title (400)","chromium","Sun May 18 07:42:40 GMT 2025","passed","Sun May 18 07:42:40 GMT 2025","API challenge","api.spec.js","",""
"","590","38. PUT /challenger/database/guid (Update)","chromium","Sun May 18 07:42:51 GMT 2025","passed","Sun May 18 07:42:52 GMT 2025","API challenge","api.spec.js","",""
