"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6308","При переходе на производителя 404","chromium","Sun May 18 08:07:56 GMT 2025","passed","Sun May 18 08:08:02 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","48","11.	POST /todos (400) title too long","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","72","2.Получить список заданий get /challenges","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","36","28.GET /todos (200) XML pref","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","55","6.GET /todos/{id} (404)","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","39","10.POST /todos (400) doneStatus","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","11206","Кнопка ""Домой"" не возвращает пользователя на главную","chromium","Sun May 18 08:07:45 GMT 2025","passed","Sun May 18 08:07:56 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","78","38. PUT /challenger/database/guid (Update)","chromium","Sun May 18 08:08:05 GMT 2025","passed","Sun May 18 08:08:05 GMT 2025","API challenge","api.spec.js","",""
"","41","20. PUT /todos/{id} partial (200)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","44","5.GET /todos/{id} (200)","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","46","14.	POST /todos (413) content too long","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","48","34.GET /challenger/guid (existing X-CHALLENGER)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","56","3.GET /todos (200)","chromium","Sun May 18 08:08:03 GMT 2025","passed","Sun May 18 08:08:03 GMT 2025","API challenge","api.spec.js","",""
"","47","31.POST /todos XML","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","46","16. PUT /todos/{id} (400)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","47","25.GET /todos (200) XML","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
"","38","37.	GET /challenger/database/guid (200)","chromium","Sun May 18 08:08:05 GMT 2025","passed","Sun May 18 08:08:05 GMT 2025","API challenge","api.spec.js","",""
"","51","18. POST /todos/{id} (404)","chromium","Sun May 18 08:08:04 GMT 2025","passed","Sun May 18 08:08:04 GMT 2025","API challenge","api.spec.js","",""
