"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5517","При переходе на производителя 404","chromium","Sun May 18 08:15:49 GMT 2025","passed","Sun May 18 08:15:54 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","85","34.GET /challenger/guid (existing X-CHALLENGER)","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","217","23. DELETE /todos/{id} (200)","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","87","25.GET /todos (200) XML","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","86","8.HEAD /todos (200)","chromium","Sun May 18 08:15:55 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","93","9.POST /todos (201)","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","84","26.GET /todos (200) JSON","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","84","6.GET /todos/{id} (404)","chromium","Sun May 18 08:15:55 GMT 2025","passed","Sun May 18 08:15:55 GMT 2025","API challenge","api.spec.js","",""
"","94","40. POST /todos JSON to XML","chromium","Sun May 18 08:15:59 GMT 2025","passed","Sun May 18 08:15:59 GMT 2025","API challenge","api.spec.js","",""
"","87","22. PUT /todos/{id} no amend id (400)","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","87","11.	POST /todos (400) title too long","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","28","39. POST /todos XML to JSON","chromium","Sun May 18 08:15:59 GMT 2025","passed","Sun May 18 08:15:59 GMT 2025","API challenge","api.spec.js","",""
"","123","3.GET /todos (200)","chromium","Sun May 18 08:15:55 GMT 2025","passed","Sun May 18 08:15:55 GMT 2025","API challenge","api.spec.js","",""
"","84","37.	GET /challenger/database/guid (200)","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","86","24. OPTIONS /todos (200)","chromium","Sun May 18 08:15:57 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","3118","Едет верстка фото товара","chromium","Sun May 18 08:15:32 GMT 2025","passed","Sun May 18 08:15:36 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
"","85","30.GET /todos (406)","chromium","Sun May 18 08:15:58 GMT 2025","passed","Sun May 18 08:15:58 GMT 2025","API challenge","api.spec.js","",""
"","160","10.POST /todos (400) doneStatus","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:56 GMT 2025","API challenge","api.spec.js","",""
"","86","18. POST /todos/{id} (404)","chromium","Sun May 18 08:15:56 GMT 2025","passed","Sun May 18 08:15:57 GMT 2025","API challenge","api.spec.js","",""
"","160","4.GET /todo (404)","chromium","Sun May 18 08:15:55 GMT 2025","passed","Sun May 18 08:15:55 GMT 2025","API challenge","api.spec.js","",""
"","154","2.Получить список заданий get /challenges","chromium","Sun May 18 08:15:54 GMT 2025","passed","Sun May 18 08:15:54 GMT 2025","API challenge","api.spec.js","",""
"","1498","Краш при смене количества отображаемых на странице товаров","chromium","Sun May 18 08:15:31 GMT 2025","passed","Sun May 18 08:15:32 GMT 2025","Поиск 5 багов на сайте академии багов","academybugs.spec.js","",""
